state,station_name,year,dissolved_oxygen,bod,fecal_coliform,source_file
Uttarakhand,"A/c Song Near Satyanarayan Temple, d/s Raiwala",,9.9,,64.0,RS_Session_255_AU_90.2.csv
Uttarakhand,Rishikesh d/s,,9.8,,13.5,RS_Session_255_AU_90.2.csv
Uttarakhand,Har-ki- pauri Ghat,,9.5,,41.5,RS_Session_255_AU_90.2.csv
Uttarakhand,Haridwar d/s,,8.9,,79.0,RS_Session_255_AU_90.2.csv
Uttarakhand,Roorkee d/s,,9.7,,63.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,Madhya Ganga Barrage (Bijnor),,9.4,,790.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,Garhmukteshwar,,10.2,,350.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,Brijghat Gharmukteshwar,,10.7,,170.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,U/s Anoopshahar,,8.1,,920.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,Anoopshahar d/s,,8.3,,1100.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,Narora (Bulandsahar),,8.3,,1100.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,Kachhla Ghat (Aligarh),,9.6,,260.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,Farrukhabad,,11.0,,1100.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,U/s Kannauj (Rajghat),,10.5,,1400.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,Kannauj d/s,,9.8,,1600.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,Bithoor (Kanpur),,11.2,,1400.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,U/s Kanpur (Ranighat),,10.8,,2800.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,Bathing Ghat (Bharaoghat),,9.7,,2100.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,Shuklaganj d/s,,10.6,,2700.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,Bathing Ghat (Gola Ghat),,10.4,,10000.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,Kanpur d/s (Jajmau Pumping Station),,10.1,,15000.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,Bathing Ghat (Jajmau Bridge),,10.3,,14000.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,Dalmau (Rai Bareilly),,10.45,,1350.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,Kala kankar (Rai Bareilly),,10.5,,1300.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,Prayagraj (Rasoolabad),,8.45,,1150.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,Kadaghat (Prayagraj),,7.8,,810.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,Prayagraj d/s (Sangam),,7.4,,1200.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,A/c Tamsa River (Sirsa),,8.4,,810.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,"U/s, Vindhyachal (Mirzapur)",,8.8,,800.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,"D/s, Mirzapur",,7.6,,12000.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,Chunar,,8.4,,8000.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,U/s Varanasi (Assighat),,8.7,,800.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,Varanasi d/s (Malviya Bridge),,7.9,,11000.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,A/c Gomti River (Bhusaula),,8.4,,7000.0,RS_Session_255_AU_90.2.csv
Uttar Pradesh,Tarighat (Ghazipur),,7.6,,13000.0,RS_Session_255_AU_90.2.csv
Bihar,Buxar,,9.75,,12450.0,RS_Session_255_AU_90.2.csv
Bihar,"U/s Jail Ghat, Buxar (a/c Thora River)",,9.1,,63500.0,RS_Session_255_AU_90.2.csv
Bihar,"Buxar, Ramrekhaghat",,8.45,,107000.0,RS_Session_255_AU_90.2.csv
Bihar,"Buxar d/s, Near Ganga Bridge",,7.7,,35000.0,RS_Session_255_AU_90.2.csv
Bihar,"Arrah-Chapra Road Bridge, u/s Doriganj",,9.3,,8200.0,RS_Session_255_AU_90.2.csv
Bihar,"C/f Sone Doriganj, Chapra",,9.3,,7900.0,RS_Session_255_AU_90.2.csv
Bihar,"Maa Ambika Asthan, Doriganj d/s (Saran)",,9.0,,11000.0,RS_Session_255_AU_90.2.csv
Bihar,"Danapur, Near Pipapul",,9.5,,1040.0,RS_Session_255_AU_90.2.csv
Bihar,"Khurji, u/s Patna",,9.45,,26000.0,RS_Session_255_AU_90.2.csv
Bihar,Darbhanga Ghat (Patna),,7.7,,160000.0,RS_Session_255_AU_90.2.csv
Bihar,Gulbi Ghat (Patna),,7.65,,160000.0,RS_Session_255_AU_90.2.csv
Bihar,Patna d/s (Ganga Bridge),,8.2,,92000.0,RS_Session_255_AU_90.2.csv
Bihar,Malsalami (Patna),,9.05,,54000.0,RS_Session_255_AU_90.2.csv
Bihar,"Ganga at Kachchi-Dargah-Bidupur Road Bridge, Patna",,9.3,,35000.0,RS_Session_255_AU_90.2.csv
Bihar,Triveni Ghat,,8.05,,28500.0,RS_Session_255_AU_90.2.csv
Bihar,Fatuha,,6.15,,92000.0,RS_Session_255_AU_90.2.csv
Bihar,"Bakhyiyarpur-Tajpur Bridge on Ganga, Athmagola, Patna",,9.2,,24500.0,RS_Session_255_AU_90.2.csv
Bihar,Barh,,9.4,,23000.0,RS_Session_255_AU_90.2.csv
Bihar,Nawadaghat d/s,,9.55,,19950.0,RS_Session_255_AU_90.2.csv
Bihar,U/s Barahpur Bindtoli,,9.45,,26000.0,RS_Session_255_AU_90.2.csv
Bihar,U/s Mokama,,9.6,,31500.0,RS_Session_255_AU_90.2.csv
Bihar,Mokama d/s,,9.0,,3050.0,RS_Session_255_AU_90.2.csv
Bihar,Barahia,,9.05,,10450.0,RS_Session_255_AU_90.2.csv
Bihar,U/s Munger,,9.5,,24000.0,RS_Session_255_AU_90.2.csv
Bihar,Munger,,9.2,,44500.0,RS_Session_255_AU_90.2.csv
Bihar,U/s Sultanganj,,9.45,,63500.0,RS_Session_255_AU_90.2.csv
Bihar,"Water Intake Point, Bhagalpur",,7.95,,35000.0,RS_Session_255_AU_90.2.csv
Bihar,Sultanganj (Bagalpur),,8.85,,35000.0,RS_Session_255_AU_90.2.csv
Bihar,Champanagar,,9.0,,4800.0,RS_Session_255_AU_90.2.csv
Bihar,Bhagalpur,,9.0,,22000.0,RS_Session_255_AU_90.2.csv
Bihar,U/s Bhagalpur,,6.8,,54000.0,RS_Session_255_AU_90.2.csv
Bihar,Kahalgaon,,9.5,,58000.0,RS_Session_255_AU_90.2.csv
Bihar,"Kahalgaon d/s, Near Cremation Ghat",,9.25,,13150.0,RS_Session_255_AU_90.2.csv
Jharkhand,U/s Neara lCT Ghat,,7.55,,,RS_Session_255_AU_90.2.csv
Jharkhand,Near Janta Ghat d/s,,7.55,,,RS_Session_255_AU_90.2.csv
Jharkhand,Rajmahal,,7.7,,,RS_Session_255_AU_90.2.csv
Jharkhand,Sangi Dalan,,7.5,,,RS_Session_255_AU_90.2.csv
West Bengal,Dakshineshwar,,7.0,,79000.0,RS_Session_255_AU_90.2.csv
West Bengal,Shivpur (Howrah),,7.0,,49000.0,RS_Session_255_AU_90.2.csv
West Bengal,Garden Reach,,7.1,,33000.0,RS_Session_255_AU_90.2.csv
West Bengal,Uluberia,,7.6,,17000.0,RS_Session_255_AU_90.2.csv
West Bengal,Diamond Harbour,,6.7,,6800.0,RS_Session_255_AU_90.2.csv
