location,time,temperature,dew_point,humidity,precipitation,snow,wind_direction,wind_speed,wind_gust,pressure,sunshine_duration,weather_code,source_file
Kolkata,2026-08-12 02:30:00,28.0,25.0,84,0.0,,260,4.0,,1000.0,,5,export (5).csv
Kolkata,2026-08-12 03:30:00,28.0,26.0,89,0.0,,250,3.0,,1000.0,,5,export (5).csv
Kolkata,2026-08-12 04:30:00,28.0,26.0,89,0.0,,260,4.0,,1000.0,,5,export (5).csv
Kolkata,2026-08-12 05:30:00,28.0,26.0,89,0.0,,210,5.0,,1000.0,,5,export (5).csv
Kolkata,2026-08-12 06:30:00,28.0,26.0,89,0.0,,220,4.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-12 07:30:00,30.0,27.0,84,0.0,,210,4.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-12 08:30:00,31.0,26.0,75,0.0,,260,3.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-12 09:30:00,33.0,27.0,71,0.0,,210,3.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-12 10:30:00,33.0,28.0,75,0.0,,230,2.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-12 11:30:00,34.0,28.0,71,0.1,,230,5.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-12 12:30:00,34.0,27.0,67,0.1,,170,6.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-12 13:30:00,35.0,26.9,63,0.0,,180,5.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-12 14:30:00,34.0,27.0,67,0.0,,300,6.0,,1000.0,,5,export (5).csv
Kolkata,2026-08-12 15:30:00,35.0,26.9,63,0.0,,300,4.0,,999.0,,5,export (5).csv
Kolkata,2026-08-12 16:30:00,33.0,28.0,75,0.6,,290,5.0,,999.0,,5,export (5).csv
Kolkata,2026-08-12 17:30:00,33.0,27.0,71,0.3,,300,5.0,,999.0,,5,export (5).csv
Kolkata,2026-08-12 18:30:00,33.0,27.0,71,0.0,,290,3.0,,1000.0,,5,export (5).csv
Kolkata,2026-08-12 19:30:00,32.0,27.9,79,0.0,,360,2.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-12 20:30:00,32.0,27.0,75,0.0,,50,4.0,,1002.0,,5,export (5).csv
Kolkata,2026-08-12 21:30:00,31.0,26.9,79,0.0,,0,0.0,,1002.0,,5,export (5).csv
Kolkata,2026-08-12 22:30:00,31.0,26.0,75,0.0,,20,3.0,,1003.0,,5,export (5).csv
Kolkata,2026-08-12 23:30:00,30.0,25.9,79,0.0,,0,0.0,,1002.0,,5,export (5).csv
Kolkata,2026-08-13 00:30:00,30.0,27.0,84,0.0,,50,3.0,,1002.0,,5,export (5).csv
Kolkata,2026-08-13 01:30:00,30.0,27.0,84,0.0,,30,3.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-13 02:30:00,30.0,28.0,89,1.8,,40,2.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-13 03:30:00,30.0,28.0,89,0.5,,50,3.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-13 04:30:00,30.0,28.0,89,0.0,,80,2.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-13 05:30:00,30.0,28.0,89,0.0,,100,4.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-13 06:30:00,31.0,28.0,84,0.0,,90,3.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-13 07:30:00,32.0,27.9,79,0.0,,130,4.0,,1002.0,,5,export (5).csv
Kolkata,2026-08-13 08:30:00,33.0,28.0,75,0.0,,140,6.0,,1002.0,,5,export (5).csv
Kolkata,2026-08-13 09:30:00,34.0,28.0,71,0.0,,110,7.0,,1002.0,,5,export (5).csv
Kolkata,2026-08-13 10:30:00,34.0,28.0,71,0.0,,90,7.0,,1002.0,,5,export (5).csv
Kolkata,2026-08-13 11:30:00,35.0,26.9,63,0.2,,120,6.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-13 12:30:00,34.0,27.0,67,0.4,,110,9.0,,1000.0,,5,export (5).csv
Kolkata,2026-08-13 13:30:00,35.0,26.9,63,0.4,,130,7.0,,999.0,,5,export (5).csv
Kolkata,2026-08-13 14:30:00,35.0,26.9,63,0.3,,140,5.0,,999.0,,5,export (5).csv
Kolkata,2026-08-13 15:30:00,31.0,28.0,84,1.4,,120,8.0,,999.0,,18,export (5).csv
Kolkata,2026-08-13 16:30:00,32.0,28.9,84,1.1,,90,3.0,,999.0,,5,export (5).csv
Kolkata,2026-08-13 17:30:00,31.0,28.0,84,0.0,,80,5.0,,999.0,,5,export (5).csv
Kolkata,2026-08-13 18:30:00,32.0,27.9,79,1.9,,10,3.0,19.0,1000.0,,5,export (5).csv
Kolkata,2026-08-13 19:30:00,29.0,27.0,89,1.0,,140,10.0,20.0,1002.0,,8,export (5).csv
Kolkata,2026-08-13 20:30:00,27.0,25.9,94,2.2,,320,7.0,,1003.0,,25,export (5).csv
Kolkata,2026-08-13 21:30:00,27.0,25.9,94,3.6,,30,9.0,,1003.0,,25,export (5).csv
Kolkata,2026-08-13 22:30:00,28.0,26.9,94,0.6,,20,4.0,,1002.0,,5,export (5).csv
Kolkata,2026-08-13 23:30:00,28.0,26.9,94,4.3,,30,4.0,,1002.0,,5,export (5).csv
Kolkata,2026-08-14 00:30:00,28.0,26.9,94,1.8,,20,5.0,,1002.0,,5,export (5).csv
Kolkata,2026-08-14 01:30:00,27.0,27.0,100,0.5,,50,9.0,,1002.0,,8,export (5).csv
Kolkata,2026-08-14 02:30:00,27.0,27.0,100,0.2,,50,4.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-14 03:30:00,28.0,26.9,94,0.0,,60,6.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-14 04:30:00,28.0,26.9,94,0.0,,50,6.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-14 05:30:00,28.0,26.9,94,0.3,,40,6.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-14 06:30:00,28.0,26.0,89,0.0,,60,6.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-14 07:30:00,28.0,26.9,94,0.0,,80,7.0,,1002.0,,5,export (5).csv
Kolkata,2026-08-14 08:30:00,29.0,27.0,89,0.0,,80,9.0,,1002.0,,5,export (5).csv
Kolkata,2026-08-14 09:30:00,30.0,27.0,84,0.0,,80,9.0,,1002.0,,5,export (5).csv
Kolkata,2026-08-14 10:30:00,30.0,27.0,84,0.0,,100,9.0,,1002.0,,8,export (5).csv
Kolkata,2026-08-14 11:30:00,31.0,26.9,79,0.0,,80,10.0,,1002.0,,5,export (5).csv
Kolkata,2026-08-14 12:30:00,32.0,27.0,75,0.0,,90,12.0,18.0,1001.0,,5,export (5).csv
Kolkata,2026-08-14 13:30:00,32.0,27.0,75,0.2,,70,11.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-14 14:30:00,32.0,27.0,75,0.1,,70,10.0,18.0,1000.0,,5,export (5).csv
Kolkata,2026-08-14 15:30:00,32.0,27.0,75,0.0,,70,6.0,,999.0,,5,export (5).csv
Kolkata,2026-08-14 16:30:00,32.0,27.0,75,0.0,,80,9.0,,999.0,,5,export (5).csv
Kolkata,2026-08-14 17:30:00,32.0,27.0,75,0.0,,80,9.0,,999.0,,5,export (5).csv
Kolkata,2026-08-14 18:30:00,31.0,26.9,79,0.0,,60,6.0,,999.0,,5,export (5).csv
Kolkata,2026-08-14 19:30:00,31.0,26.9,79,0.0,,60,5.0,,1000.0,,5,export (5).csv
Kolkata,2026-08-14 20:30:00,31.0,26.9,79,0.0,,60,7.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-14 21:30:00,30.0,27.0,84,0.0,,70,6.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-14 22:30:00,30.0,27.0,84,0.0,,60,5.0,,1001.0,,5,export (5).csv
Kolkata,2026-08-14 23:30:00,30.0,27.0,84,0.0,,90,6.0,,1001.0,,5,export (5).csv
Kanpur,2026-08-07 00:30:00,26.1,25.4,96,0.0,,172,7.6,,999.6,,3,export.csv
Kanpur,2026-08-07 01:30:00,26.0,25.3,96,0.2,,167,7.2,,998.9,,7,export.csv
Kanpur,2026-08-07 02:30:00,26.1,25.2,95,0.0,,170,6.8,,998.5,,3,export.csv
Kanpur,2026-08-07 03:30:00,26.0,25.1,95,0.2,,158,7.9,,998.2,,7,export.csv
Kanpur,2026-08-07 04:30:00,26.0,25.0,94,0.1,,176,10.4,,998.2,,7,export.csv
Kanpur,2026-08-07 05:30:00,25.8,24.8,94,0.3,,166,9.7,,998.4,,8,export.csv
Kanpur,2026-08-07 06:30:00,25.8,24.9,95,0.0,,152,10.8,,999.0,,3,export.csv
Kanpur,2026-08-07 07:30:00,26.5,24.9,91,0.0,,160,12.6,,999.5,,3,export.csv
Kanpur,2026-08-07 08:30:00,27.8,24.8,84,0.1,,170,13.7,,999.8,,17,export.csv
Kanpur,2026-08-07 09:30:00,29.0,25.2,80,0.2,,175,15.1,,1000.0,,17,export.csv
Kanpur,2026-08-07 10:30:00,29.8,25.3,77,0.0,,185,14.0,,1000.4,,3,export.csv
Kanpur,2026-08-07 11:30:00,30.8,24.9,71,0.0,,204,13.0,,1000.1,,3,export.csv
Kanpur,2026-08-07 12:30:00,31.3,24.7,68,0.0,,213,10.1,,999.1,,3,export.csv
Kanpur,2026-08-07 13:30:00,31.9,24.7,66,0.0,,195,8.6,,997.9,,2,export.csv
Kanpur,2026-08-07 14:30:00,31.7,25.0,68,0.4,,196,9.4,,997.1,,17,export.csv
Kanpur,2026-08-07 15:30:00,32.1,24.4,64,0.0,,195,9.7,,996.5,,3,export.csv
Kanpur,2026-08-07 16:30:00,32.1,24.1,63,0.0,,201,9.4,,996.3,,2,export.csv
Kanpur,2026-08-07 17:30:00,30.9,25.9,75,0.0,,137,12.2,,995.8,,2,export.csv
Kanpur,2026-08-07 18:30:00,30.1,26.5,81,0.0,,135,8.6,,996.5,,3,export.csv
Kanpur,2026-08-07 19:30:00,29.4,26.4,84,0.0,,152,10.1,,997.7,,3,export.csv
Kanpur,2026-08-07 20:30:00,28.0,26.2,90,0.6,,131,9.4,,999.2,,17,export.csv
Kanpur,2026-08-07 21:30:00,27.4,26.2,93,0.5,,108,9.4,,999.5,,17,export.csv
Kanpur,2026-08-07 22:30:00,27.3,26.2,94,0.0,,135,7.6,,999.5,,2,export.csv
Kanpur,2026-08-07 23:30:00,27.3,26.2,94,0.0,,126,15.1,,999.3,,3,export.csv
Kanpur,2026-08-08 00:30:00,27.0,26.1,95,0.0,,129,12.2,,999.4,,3,export.csv
Kanpur,2026-08-08 01:30:00,26.7,25.8,95,0.2,,153,10.1,,999.0,,17,export.csv
Kanpur,2026-08-08 02:30:00,26.5,26.0,97,0.0,,140,10.1,,999.1,,3,export.csv
Kanpur,2026-08-08 03:30:00,26.3,26.0,98,0.0,,130,9.0,,999.0,,3,export.csv
Kanpur,2026-08-08 04:30:00,26.3,25.8,97,0.0,,117,8.3,,999.2,,3,export.csv
Kanpur,2026-08-08 05:30:00,26.1,25.8,98,0.0,,114,9.4,,999.1,,3,export.csv
Kanpur,2026-08-08 06:30:00,26.3,25.6,96,0.0,,110,9.0,,999.7,,3,export.csv
Kanpur,2026-08-08 07:30:00,27.4,25.4,89,0.0,,126,11.5,,1000.3,,3,export.csv
Kanpur,2026-08-08 08:30:00,28.8,25.4,82,0.0,,126,11.2,,1000.7,,3,export.csv
Kanpur,2026-08-08 09:30:00,29.7,25.4,78,0.0,,116,11.9,,1000.9,,3,export.csv
Kanpur,2026-08-08 10:30:00,30.6,25.9,76,0.0,,107,12.2,,1001.2,,3,export.csv
Kanpur,2026-08-08 11:30:00,31.2,26.0,74,0.1,,110,11.9,,1001.0,,7,export.csv
Kanpur,2026-08-08 12:30:00,32.1,25.9,70,0.0,,113,12.2,,1000.1,,3,export.csv
Kanpur,2026-08-08 13:30:00,32.1,25.9,70,0.0,,119,11.9,,999.0,,3,export.csv
Kanpur,2026-08-08 14:30:00,32.5,26.3,70,0.2,,125,10.8,,998.5,,17,export.csv
Kanpur,2026-08-08 15:30:00,32.1,26.6,73,0.0,,125,7.2,,997.7,,3,export.csv
Kanpur,2026-08-08 16:30:00,32.4,26.4,71,0.1,,115,6.5,,997.4,,17,export.csv
Kanpur,2026-08-08 17:30:00,32.1,26.2,71,0.0,,113,7.2,,997.4,,1,export.csv
Kanpur,2026-08-08 18:30:00,31.2,27.1,79,0.0,,131,5.0,,998.3,,1,export.csv
Kanpur,2026-08-08 19:30:00,30.4,27.0,82,0.0,,134,6.5,,999.8,,3,export.csv
Kanpur,2026-08-08 20:30:00,30.1,26.9,83,0.0,,104,7.6,,1000.5,,3,export.csv
Kanpur,2026-08-08 21:30:00,29.1,26.5,86,0.2,,99,11.9,,1001.4,,17,export.csv
Kanpur,2026-08-08 22:30:00,28.2,25.8,87,0.1,,99,10.1,,1001.3,,17,export.csv
Kanpur,2026-08-08 23:30:00,27.6,25.6,89,0.1,,101,10.1,,1001.6,,7,export.csv
Kanpur,2026-08-09 00:30:00,25.6,25.3,98,4.9,,284,11.9,,1002.6,,18,export.csv
Kanpur,2026-08-09 01:30:00,25.8,25.1,96,2.8,,93,13.0,,1001.5,,9,export.csv
Kanpur,2026-08-09 02:30:00,25.6,24.9,96,0.5,,103,13.7,,1000.6,,8,export.csv
Kanpur,2026-08-09 03:30:00,25.8,24.9,95,0.3,,52,2.9,,1000.9,,17,export.csv
Kanpur,2026-08-09 04:30:00,25.7,25.0,96,0.0,,84,4.3,,1000.6,,3,export.csv
Kanpur,2026-08-09 05:30:00,25.6,24.9,96,0.0,,131,1.4,,1001.0,,3,export.csv
Kanpur,2026-08-09 06:30:00,26.0,25.1,95,0.0,,328,2.2,,1001.5,,3,export.csv
Kanpur,2026-08-09 07:30:00,26.9,25.3,91,0.0,,39,4.3,,1001.5,,3,export.csv
Kanpur,2026-08-09 08:30:00,28.2,25.6,86,0.0,,70,6.5,,1001.5,,3,export.csv
Kanpur,2026-08-09 09:30:00,29.7,25.7,79,0.0,,109,7.9,,1001.8,,3,export.csv
Kanpur,2026-08-09 10:30:00,29.8,26.0,80,0.2,,126,6.8,,1002.1,,7,export.csv
Kanpur,2026-08-09 11:30:00,31.0,26.0,75,0.2,,84,6.8,,1001.8,,7,export.csv
Kanpur,2026-08-09 12:30:00,32.2,26.0,70,0.1,,57,6.1,,1000.7,,17,export.csv
Kanpur,2026-08-09 13:30:00,33.4,24.8,61,0.1,,76,13.0,,999.1,,17,export.csv
Kanpur,2026-08-09 14:30:00,33.5,24.9,61,0.3,,70,11.5,,998.3,,17,export.csv
Kanpur,2026-08-09 15:30:00,32.7,25.5,66,0.2,,83,10.1,,997.7,,17,export.csv
Kanpur,2026-08-09 16:30:00,32.5,25.6,67,0.2,,85,10.1,,997.3,,17,export.csv
Kanpur,2026-08-09 17:30:00,32.1,25.9,70,0.1,,61,11.2,,997.6,,17,export.csv
Kanpur,2026-08-09 18:30:00,30.7,26.6,79,0.0,,59,9.7,,998.3,,3,export.csv
Kanpur,2026-08-09 19:30:00,29.9,26.9,84,0.0,,50,7.6,,999.3,,3,export.csv
Kanpur,2026-08-09 20:30:00,29.5,26.9,86,0.0,,27,5.8,,999.9,,3,export.csv
Kanpur,2026-08-09 21:30:00,29.3,26.9,87,0.0,,40,4.7,,1000.8,,3,export.csv
Kanpur,2026-08-09 22:30:00,29.3,26.7,86,0.0,,50,12.2,,999.7,,3,export.csv
Kanpur,2026-08-09 23:30:00,27.6,25.6,89,0.2,,204,12.2,,1001.0,,17,export.csv
Kanpur,2026-08-10 00:30:00,26.5,25.8,96,1.5,,303,7.6,,1000.4,,9,export.csv
Kanpur,2026-08-10 01:30:00,26.6,26.3,98,0.0,,206,2.9,,999.8,,3,export.csv
Kanpur,2026-08-10 02:30:00,26.6,26.3,98,0.0,,251,4.0,,999.6,,3,export.csv
Kanpur,2026-08-10 03:30:00,26.5,26.2,98,0.0,,346,3.6,,998.8,,3,export.csv
Kanpur,2026-08-10 04:30:00,26.6,26.4,99,0.0,,56,4.3,,999.0,,3,export.csv
Kanpur,2026-08-10 05:30:00,26.7,26.4,98,0.0,,56,6.5,,999.3,,3,export.csv
Kanpur,2026-08-10 06:30:00,27.4,26.3,94,0.0,,58,6.8,,1000.0,,3,export.csv
Kanpur,2026-08-10 07:30:00,28.3,26.3,89,0.1,,71,10.1,,1000.4,,7,export.csv
Kanpur,2026-08-10 08:30:00,29.3,26.3,84,0.0,,87,10.8,,1000.7,,3,export.csv
Kanpur,2026-08-10 09:30:00,30.2,25.9,78,0.2,,94,11.5,,1001.0,,7,export.csv
Kanpur,2026-08-10 10:30:00,30.9,26.2,76,0.1,,94,11.2,,1000.8,,7,export.csv
Kanpur,2026-08-10 11:30:00,31.7,26.0,72,0.0,,104,13.7,,1001.3,,3,export.csv
Kanpur,2026-08-10 12:30:00,31.8,26.1,72,0.3,,108,12.2,,1000.4,,8,export.csv
Kanpur,2026-08-10 13:30:00,31.9,26.4,73,0.3,,101,11.2,,999.4,,8,export.csv
Kanpur,2026-08-10 14:30:00,32.4,26.4,71,0.2,,107,12.2,,998.0,,7,export.csv
Kanpur,2026-08-10 15:30:00,31.1,26.4,76,0.2,,60,11.5,,997.3,,17,export.csv
Kanpur,2026-08-10 16:30:00,30.6,27.4,83,0.4,,33,9.7,,996.8,,17,export.csv
Kanpur,2026-08-10 17:30:00,30.4,27.2,83,0.0,,58,12.6,,996.7,,3,export.csv
Kanpur,2026-08-10 18:30:00,29.9,27.3,86,0.0,,62,9.7,,997.8,,3,export.csv
Kanpur,2026-08-10 19:30:00,28.6,26.4,88,0.5,,73,9.4,,999.2,,17,export.csv
Kanpur,2026-08-10 20:30:00,28.2,26.8,92,0.8,,36,7.6,,1000.0,,8,export.csv
Kanpur,2026-08-10 21:30:00,27.9,26.8,94,0.0,,61,10.8,,999.6,,3,export.csv
Kanpur,2026-08-10 22:30:00,27.3,26.6,96,0.3,,16,6.8,,1000.0,,8,export.csv
Kanpur,2026-08-10 23:30:00,26.9,25.8,94,3.6,,101,10.4,,1000.8,,18,export.csv
Kanpur,2026-08-11 00:30:00,26.6,25.7,95,5.8,,114,12.2,,1000.8,,9,export.csv
Kanpur,2026-08-11 01:30:00,26.7,25.8,95,0.5,,133,10.8,,1000.2,,8,export.csv
Kanpur,2026-08-11 02:30:00,26.3,25.4,95,0.5,,86,13.3,,998.8,,8,export.csv
Kanpur,2026-08-11 03:30:00,25.9,25.2,96,0.1,,90,14.4,,998.7,,7,export.csv
Kanpur,2026-08-11 04:30:00,25.8,25.1,96,0.0,,93,12.6,,999.2,,3,export.csv
Kanpur,2026-08-11 05:30:00,25.9,25.0,95,0.0,,89,13.7,,999.6,,3,export.csv
Kanpur,2026-08-11 06:30:00,26.3,25.3,94,0.0,,100,13.3,,1000.4,,3,export.csv
Kanpur,2026-08-11 07:30:00,26.9,25.3,91,0.0,,109,16.2,,1000.9,,3,export.csv
Kanpur,2026-08-11 08:30:00,27.2,25.0,88,0.0,,107,14.0,,1001.7,,3,export.csv
Kanpur,2026-08-11 09:30:00,29.8,25.5,78,0.0,,110,10.4,,1002.3,,3,export.csv
Kanpur,2026-08-11 10:30:00,31.2,25.5,72,0.1,,111,11.2,,1002.2,,17,export.csv
Kanpur,2026-08-11 11:30:00,32.4,25.7,68,0.1,,112,11.2,,1001.7,,17,export.csv
Kanpur,2026-08-11 12:30:00,33.1,26.1,67,0.0,,105,8.6,,1000.9,,2,export.csv
Kanpur,2026-08-11 13:30:00,33.4,26.4,67,0.0,,102,8.6,,999.9,,2,export.csv
Kanpur,2026-08-11 14:30:00,33.3,26.3,67,0.0,,86,8.3,,998.7,,2,export.csv
Kanpur,2026-08-11 15:30:00,30.0,26.6,82,0.8,,88,10.8,,997.6,,8,export.csv
Kanpur,2026-08-11 16:30:00,28.1,26.3,90,2.1,,95,12.2,,996.9,,9,export.csv
Kanpur,2026-08-11 17:30:00,29.6,26.2,82,0.0,,119,7.2,,997.5,,2,export.csv
Kanpur,2026-08-11 18:30:00,28.7,26.1,86,0.4,,59,8.6,,998.0,,17,export.csv
Kanpur,2026-08-11 19:30:00,27.9,26.3,91,0.4,,87,10.4,,999.2,,17,export.csv
Kanpur,2026-08-11 20:30:00,27.8,26.4,92,0.0,,102,8.6,,1000.0,,3,export.csv
Kanpur,2026-08-11 21:30:00,27.6,26.5,94,0.0,,119,6.5,,1000.8,,2,export.csv
Kanpur,2026-08-11 22:30:00,27.3,26.2,94,0.0,,113,7.2,,1000.8,,2,export.csv
Kanpur,2026-08-11 23:30:00,27.3,26.1,93,0.0,,138,6.5,,1001.1,,2,export.csv
Kanpur,2026-08-12 00:30:00,26.7,25.7,94,0.0,,201,7.9,,1001.1,,3,export.csv
Kanpur,2026-08-12 01:30:00,25.9,25.2,96,1.3,,267,9.4,,1001.1,,18,export.csv
Kanpur,2026-08-12 02:30:00,25.5,25.2,98,0.1,,20,12.2,,1000.7,,7,export.csv
Kanpur,2026-08-12 03:30:00,25.5,25.3,99,0.0,,65,8.3,,1000.0,,3,export.csv
Kanpur,2026-08-12 04:30:00,25.6,25.1,97,0.0,,72,6.8,,1000.1,,3,export.csv
Kanpur,2026-08-12 05:30:00,25.7,25.2,97,0.0,,26,3.2,,1000.7,,3,export.csv
Kanpur,2026-08-12 06:30:00,26.2,25.7,97,0.0,,5,3.2,,1001.4,,1,export.csv
Kanpur,2026-08-12 07:30:00,28.1,25.7,87,0.0,,122,2.9,,1001.3,,2,export.csv
Kanpur,2026-08-12 08:30:00,29.9,26.3,81,0.0,,154,2.9,,1001.9,,1,export.csv
Kanpur,2026-08-12 09:30:00,31.4,26.0,73,0.0,,146,2.2,,1002.0,,1,export.csv
Kanpur,2026-08-12 10:30:00,32.7,25.5,66,0.0,,106,2.9,,1001.9,,1,export.csv
Kanpur,2026-08-12 11:30:00,33.5,24.6,60,0.0,,111,4.0,,1001.7,,1,export.csv
Kanpur,2026-08-12 12:30:00,34.1,24.6,58,0.0,,130,5.0,,1001.4,,1,export.csv
Kanpur,2026-08-12 13:30:00,34.3,24.5,57,0.0,,140,4.7,,1000.5,,1,export.csv
Kanpur,2026-08-12 14:30:00,34.2,24.7,58,0.2,,126,4.3,,999.7,,17,export.csv
Kanpur,2026-08-12 15:30:00,34.0,24.8,59,0.2,,90,4.3,,998.5,,17,export.csv
Kanpur,2026-08-12 16:30:00,33.8,24.9,60,0.0,,81,5.4,,998.2,,1,export.csv
Kanpur,2026-08-12 17:30:00,33.4,25.6,64,0.0,,77,5.4,,998.2,,1,export.csv
Kanpur,2026-08-12 18:30:00,32.4,26.9,73,0.0,,120,3.2,,998.8,,1,export.csv
Kanpur,2026-08-12 19:30:00,31.4,27.1,78,0.0,,166,3.6,,1000.0,,1,export.csv
Kanpur,2026-08-12 20:30:00,30.8,27.1,81,0.0,,111,5.0,,1000.9,,1,export.csv
Kanpur,2026-08-12 21:30:00,30.2,27.0,83,0.0,,129,7.6,,1002.0,,1,export.csv
Kanpur,2026-08-12 22:30:00,29.8,27.0,85,0.0,,157,10.4,,1002.6,,1,export.csv
Kanpur,2026-08-12 23:30:00,28.6,26.0,86,0.2,,214,17.6,,1003.3,,17,export.csv
Kanpur,2026-08-13 00:30:00,26.2,25.3,95,2.2,,7,11.5,,1002.9,,18,export.csv
Kanpur,2026-08-13 01:30:00,26.3,25.6,96,0.2,,273,7.2,,1002.4,,17,export.csv
Kanpur,2026-08-13 02:30:00,26.4,25.7,96,0.0,,338,2.9,,1001.6,,3,export.csv
Kanpur,2026-08-13 03:30:00,26.4,25.7,96,0.0,,311,2.9,,1001.5,,3,export.csv
Kanpur,2026-08-13 04:30:00,26.4,25.7,96,0.0,,190,1.8,,1001.5,,3,export.csv
Kanpur,2026-08-13 05:30:00,28.2,27.0,93,0.0,,200,3.2,,1002.0,,3,export.csv
Kanpur,2026-08-13 06:30:00,28.9,27.1,90,0.0,,220,4.3,,1002.5,,3,export.csv
Kanpur,2026-08-13 07:30:00,30.4,26.8,81,0.0,,217,4.0,,1002.8,,3,export.csv
Kanpur,2026-08-13 08:30:00,31.7,26.5,74,0.0,,240,4.0,,1003.0,,2,export.csv
Kanpur,2026-08-13 09:30:00,32.7,25.8,67,0.0,,268,4.0,,1002.8,,1,export.csv
Kanpur,2026-08-13 10:30:00,33.5,26.0,65,0.0,,240,2.2,,1002.9,,2,export.csv
Kanpur,2026-08-13 11:30:00,33.9,26.1,64,0.0,,209,3.2,,1002.6,,2,export.csv
Kanpur,2026-08-13 12:30:00,34.1,26.3,64,0.1,,208,4.7,,1001.4,,17,export.csv
Kanpur,2026-08-13 13:30:00,34.1,26.8,66,0.3,,212,7.6,,1000.1,,17,export.csv
Kanpur,2026-08-13 14:30:00,32.3,26.8,73,1.0,,260,8.6,,999.1,,18,export.csv
Kanpur,2026-08-13 15:30:00,32.1,26.6,73,1.0,,254,10.1,,998.7,,9,export.csv
Kanpur,2026-08-13 16:30:00,31.0,26.5,77,0.4,,321,6.8,,998.9,,17,export.csv
Kanpur,2026-08-13 17:30:00,29.8,27.2,86,1.3,,13,6.5,,999.5,,9,export.csv
Kanpur,2026-08-13 18:30:00,29.4,27.6,90,0.1,,197,5.8,,1000.1,,17,export.csv
Kanpur,2026-08-13 19:30:00,28.8,27.4,92,0.0,,181,7.2,,1000.5,,3,export.csv
Kanpur,2026-08-13 20:30:00,28.6,27.4,93,0.0,,162,3.6,,1001.6,,3,export.csv
Kanpur,2026-08-13 21:30:00,28.3,27.1,93,0.0,,184,6.8,,1002.1,,3,export.csv
Kanpur,2026-08-13 22:30:00,28.2,27.0,93,0.0,,165,4.3,,1002.3,,3,export.csv
Kanpur,2026-08-13 23:30:00,28.1,26.9,93,0.0,,207,8.3,,1002.0,,3,export.csv
Kanpur,2026-08-14 00:30:00,27.8,26.7,94,0.0,,206,13.3,,1002.2,,3,export.csv
Kanpur,2026-08-14 01:30:00,27.2,26.3,95,0.0,,195,12.6,,1000.8,,3,export.csv
Kanpur,2026-08-14 02:30:00,26.8,26.1,96,0.0,,204,8.6,,1000.7,,3,export.csv
Kanpur,2026-08-14 03:30:00,28.2,27.3,95,0.3,,123,4.0,,1001.4,,8,export.csv
Kanpur,2026-08-14 04:30:00,28.2,27.3,95,0.0,,99,8.6,,1001.6,,3,export.csv
Kanpur,2026-08-14 05:30:00,27.6,26.7,95,0.0,,133,13.3,,1002.3,,3,export.csv
Kanpur,2026-08-14 06:30:00,26.8,26.3,97,1.2,,136,9.0,,1003.1,,18,export.csv
Kanpur,2026-08-14 07:30:00,27.1,26.4,96,1.0,,139,7.6,,1003.2,,9,export.csv
Kanpur,2026-08-14 08:30:00,27.2,26.3,95,0.5,,148,8.3,,1003.8,,8,export.csv
Kanpur,2026-08-14 09:30:00,27.0,25.9,94,2.4,,182,9.4,,1004.1,,9,export.csv
Kanpur,2026-08-14 10:30:00,28.0,25.6,87,0.4,,53,4.0,,1003.7,,8,export.csv
Kanpur,2026-08-14 11:30:00,30.8,26.9,80,0.0,,69,2.9,,1003.3,,3,export.csv
Kanpur,2026-08-14 12:30:00,31.7,26.9,76,0.0,,72,3.6,,1002.3,,3,export.csv
Kanpur,2026-08-14 13:30:00,32.1,26.9,74,0.2,,35,5.4,,1001.2,,17,export.csv
Kanpur,2026-08-14 14:30:00,31.7,26.9,76,0.6,,356,6.1,,1000.3,,8,export.csv
Kanpur,2026-08-14 15:30:00,31.6,27.3,78,0.8,,328,5.4,,999.2,,8,export.csv
Kanpur,2026-08-14 16:30:00,31.1,27.4,81,0.5,,326,6.8,,998.9,,8,export.csv
Kanpur,2026-08-14 17:30:00,28.1,26.3,90,6.7,,354,5.0,,999.7,,9,export.csv
