time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2026-08-08 14:30:00,31.9,25.7,70,0,,73,10.4,,998.3,,3
2026-08-08 15:30:00,32.8,24.8,63,0.4,,80,13.3,,996.9,,17
2026-08-08 16:30:00,32.7,25.2,65,0.2,,79,13.3,,996.6,,17
2026-08-08 17:30:00,30,26.8,83,1.3,,118,10.1,,997.7,,18
2026-08-08 18:30:00,29.8,27,85,0,,83,6.1,,998.5,,3
2026-08-08 19:30:00,29.4,26.8,86,0,,85,8.6,,999.4,,2
2026-08-08 20:30:00,28.9,26.7,88,0.2,,114,10.1,,1000.6,,17
2026-08-08 21:30:00,27.5,26.3,93,1.3,,154,7.2,,1001.6,,18
2026-08-08 22:30:00,27.5,26.4,94,0.3,,54,7.6,,1001.4,,17
2026-08-08 23:30:00,27.4,26.5,95,0,,58,8.6,,1001.1,,3
2026-08-09 00:30:00,27.2,26.1,94,0,,69,9.7,,1000.7,,3
2026-08-09 01:30:00,27,25.9,94,0,,72,9,,1000.5,,3
2026-08-09 02:30:00,26.9,25.5,92,0.4,,87,10.1,,1000.3,,8
2026-08-09 03:30:00,26.7,25.7,94,0.4,,63,11.5,,1000.1,,8
2026-08-09 04:30:00,26.3,25.6,96,0,,70,12.2,,999.9,,3
2026-08-09 05:30:00,26.1,25.1,94,0,,75,12.2,,1000.2,,3
2026-08-09 06:30:00,26.3,25.3,94,0.2,,78,13.3,,1000.7,,7
2026-08-09 07:30:00,27,25.6,92,0.1,,86,14.8,,1000.5,,7
2026-08-09 08:30:00,28.5,25.1,82,0.1,,101,16.2,,1000.6,,7
2026-08-09 09:30:00,30,25.1,75,0.2,,110,15.8,,1000.9,,17
2026-08-09 10:30:00,31,25.6,73,0.1,,113,12.2,,1001.2,,17
2026-08-09 11:30:00,31.9,25.7,70,0,,111,13.7,,1000.4,,3
2026-08-09 12:30:00,32.2,25.8,69,0.5,,105,13.7,,999.4,,17
2026-08-09 13:30:00,33.4,25.4,63,0,,110,13,,998.4,,2
2026-08-09 14:30:00,33.5,25.7,64,0.2,,107,12.2,,997.4,,17
2026-08-09 15:30:00,33.5,25.7,64,0,,103,10.1,,996.9,,2
2026-08-09 16:30:00,33.2,25.7,65,0,,91,11.9,,996.8,,2
2026-08-09 17:30:00,31.7,26.5,74,0.2,,99,9.4,,997.1,,17
2026-08-09 18:30:00,30.8,26.1,76,0,,76,7.6,,998.1,,2
2026-08-09 19:30:00,30.1,26.3,80,0,,119,7.9,,999.4,,3
2026-08-09 20:30:00,28.3,26.9,92,2.3,,128,5.8,,1000.2,,18
2026-08-09 21:30:00,28.2,26.8,92,0.5,,113,13.3,,1000.9,,17
2026-08-09 22:30:00,27.4,26.2,93,0.7,,91,13,,1001.2,,8
2026-08-09 23:30:00,26.9,26,95,0.6,,97,9.7,,1000.4,,17
2026-08-10 00:30:00,26.8,26.1,96,0.4,,88,8.6,,1000.2,,17
2026-08-10 01:30:00,26.6,26.1,97,0,,97,8.6,,999.4,,3
2026-08-10 02:30:00,26.5,26,97,0,,83,9.4,,998.6,,3
2026-08-10 03:30:00,26.6,26.1,97,0,,82,7.6,,998.9,,3
2026-08-10 04:30:00,26.6,26.1,97,0,,86,5.8,,999.4,,3
2026-08-10 05:30:00,26.6,26.1,97,0,,95,6.8,,999.4,,3
2026-08-10 06:30:00,27.1,26,94,0,,102,9,,1000.2,,3
2026-08-10 07:30:00,28,26.2,90,0,,113,7.9,,1000.6,,3
2026-08-10 08:30:00,28.8,26.2,86,0.1,,120,7.2,,1000.8,,7
2026-08-10 09:30:00,30.1,26.5,81,0.2,,113,7.2,,1001,,17
2026-08-10 10:30:00,30.7,26.2,77,0.3,,105,7.9,,1000.9,,17
2026-08-10 11:30:00,31.9,26,71,0.3,,103,11.2,,1001.2,,17
2026-08-10 12:30:00,31.8,26.6,74,0.4,,128,11.5,,1000.4,,17
2026-08-10 13:30:00,32,27,75,0.2,,101,10.4,,999.4,,17
2026-08-10 14:30:00,31.8,26.8,75,0.4,,96,12.6,,997.9,,17
2026-08-10 15:30:00,31.1,26.8,78,0.7,,91,11.9,,996.9,,17
2026-08-10 16:30:00,31.6,26.2,73,0.2,,102,11.5,,996.4,,17
2026-08-10 17:30:00,31.1,26.8,78,0,,104,9,,997.1,,3
2026-08-10 18:30:00,30.4,27.2,83,0,,83,6.1,,997.8,,3
2026-08-10 19:30:00,30,27,84,0,,93,12.2,,999,,3
2026-08-10 20:30:00,29.3,25.9,82,0,,115,14.8,,999.9,,3
2026-08-10 21:30:00,28.3,26.1,88,0.2,,102,16.2,,1000.6,,17
2026-08-10 22:30:00,27.7,25.9,90,0.2,,101,11.5,,1000.3,,17
2026-08-10 23:30:00,27.4,26,92,0,,118,9.4,,1001,,3
2026-08-11 00:30:00,27.1,26,94,0,,115,6.8,,1000.9,,3
2026-08-11 01:30:00,26.8,26.1,96,0,,84,8.6,,999.8,,3
2026-08-11 02:30:00,26.6,26.1,97,0,,89,7.6,,999.7,,2
2026-08-11 03:30:00,26.5,26.2,98,0,,112,6.8,,999.6,,3
2026-08-11 04:30:00,26.4,26.1,98,0,,88,8.3,,999.9,,3
2026-08-11 05:30:00,26.3,25.8,97,0,,96,8.3,,1000,,3
2026-08-11 06:30:00,26.7,25.7,94,0,,102,8.3,,1000.6,,3
2026-08-11 07:30:00,27.8,25.4,87,0,,115,7.6,,1001.2,,3
2026-08-11 08:30:00,29.3,25.5,80,0,,119,8.6,,1001.7,,3
2026-08-11 09:30:00,31,25.8,74,0.2,,169,7.2,,1001.8,,17
2026-08-11 10:30:00,32.1,25.4,68,0,,158,5.8,,1001.6,,2
2026-08-11 11:30:00,33,25.8,66,0.1,,138,5,,1001.3,,17
2026-08-11 12:30:00,33.4,26.2,66,0,,128,4,,1000.6,,2
2026-08-11 13:30:00,33.8,26.5,66,0,,107,2.5,,999.1,,2
2026-08-11 14:30:00,33.4,26.7,68,0,,53,4.3,,998.1,,2
2026-08-11 15:30:00,31.3,26.5,76,0.1,,197,12.2,,997.3,,17
2026-08-11 16:30:00,28.2,26.6,91,2.1,,179,14,,997.3,,18
2026-08-11 17:30:00,28.6,26.2,87,0.3,,177,8.6,,998,,17
2026-08-11 18:30:00,28.3,25.9,87,0,,156,5.8,,998.8,,3
2026-08-11 19:30:00,28.1,25.9,88,0,,169,4.7,,999.8,,3
2026-08-11 20:30:00,27.9,26.1,90,0,,101,4.7,,1000.7,,3
2026-08-11 21:30:00,27.8,26.4,92,0,,118,3.2,,1000.8,,3
2026-08-11 22:30:00,27.7,26.5,93,0,,118,5,,1001.3,,3
2026-08-11 23:30:00,27.4,26.3,94,0,,117,4.3,,1001.2,,3
2026-08-12 00:30:00,27.2,26.3,95,0,,150,3.2,,1001.2,,1
2026-08-12 01:30:00,27,26.5,97,0,,155,3.2,,1000.9,,1
2026-08-12 02:30:00,26.9,26.6,98,0,,168,4.3,,1000.5,,1
2026-08-12 03:30:00,26.8,26.5,98,0,,175,3.2,,1000.5,,1
2026-08-12 04:30:00,26.9,26.2,96,0,,193,2.9,,1000.6,,2
2026-08-12 05:30:00,26.9,26.2,96,0,,173,2.9,,1000.8,,2
2026-08-12 06:30:00,27.6,26.2,92,0,,166,3.6,,1001.4,,1
2026-08-12 07:30:00,28.3,26.3,89,0,,230,6.5,,1001.3,,1
2026-08-12 08:30:00,29.7,26.7,84,0,,240,5.4,,1001.9,,3
2026-08-12 09:30:00,31.1,26.8,78,0,,235,4.3,,1001.9,,3
2026-08-12 10:30:00,32.4,26.4,71,0,,224,4.3,,1002.1,,2
2026-08-12 11:30:00,33.3,26.1,66,0,,223,5,,1001.6,,1
2026-08-12 12:30:00,33.8,25.5,62,0,,213,5,,1001,,2
2026-08-12 13:30:00,34,25.7,62,0,,208,4,,1000.3,,2
2026-08-12 14:30:00,34.4,26,62,0,,214,1.4,,999.6,,1
2026-08-12 15:30:00,34.2,25.9,62,0,,339,2.9,,998.4,,2
2026-08-12 16:30:00,33.8,25.7,63,0.2,,20,4,,998,,17
2026-08-12 17:30:00,32.9,26.7,70,0.5,,55,4,,998.2,,17
2026-08-12 18:30:00,31.7,26.9,76,0,,57,4.7,,999,,2
2026-08-12 19:30:00,31,27.3,81,0,,88,5,,1000.2,,2
2026-08-12 20:30:00,30.5,27.3,83,0,,113,5,,1001.6,,2
2026-08-12 21:30:00,30.2,27.4,85,0,,106,5,,1002.7,,3
2026-08-12 22:30:00,29.8,27.6,88,0,,102,5.8,,1002.7,,3
2026-08-12 23:30:00,29.4,27.2,88,0,,108,5.4,,1002.6,,2
2026-08-13 00:30:00,29.1,27.1,89,0,,128,5.8,,1002.4,,3
2026-08-13 01:30:00,27.4,26.7,96,3.5,,285,8.3,,1002.3,,18
2026-08-13 02:30:00,27.4,26.9,97,0.8,,314,7.6,,1001.3,,17
2026-08-13 03:30:00,27.4,26.9,97,0,,15,4,,1001,,3
2026-08-13 04:30:00,27.4,26.9,97,0,,301,5,,1001.3,,3
2026-08-13 05:30:00,28.3,27.6,96,0,,260,3.2,,1001.8,,3
2026-08-13 06:30:00,29,27.7,93,0,,245,5,,1002.5,,2
2026-08-13 07:30:00,30.2,27.4,85,0,,264,5,,1002.7,,3
2026-08-13 08:30:00,31.3,27,78,0,,272,5.8,,1002.9,,3
2026-08-13 09:30:00,32.1,26.9,74,0,,261,4.7,,1002.8,,3
2026-08-13 10:30:00,33.1,26.9,70,0,,279,4.3,,1002.5,,3
2026-08-13 11:30:00,33.5,27,69,0,,315,6.5,,1002.4,,3
2026-08-13 12:30:00,32.5,27.5,75,1.3,,289,8.3,,1001,,9
2026-08-13 13:30:00,31.1,27.2,80,2.2,,328,5.8,,1000,,9
2026-08-13 14:30:00,32.2,27.4,76,1.3,,243,7.2,,998.8,,18
2026-08-13 15:30:00,29.5,27.1,87,2.8,,268,12.2,,998.6,,18
2026-08-13 16:30:00,29.5,26.9,86,0.7,,307,9,,998.6,,8
2026-08-13 17:30:00,29.3,26.9,87,0.1,,270,5,,999,,17
2026-08-13 18:30:00,28.2,26.8,92,0.5,,315,8.6,,1000.4,,17
2026-08-13 19:30:00,26.4,26.1,98,7.4,,238,10.1,,1002.4,,9
2026-08-13 20:30:00,26.5,26.2,98,2.3,,86,4.7,,1002.5,,9
2026-08-13 21:30:00,26.6,26.3,98,1,,95,6.8,,1002.9,,9
2026-08-13 22:30:00,26.7,26.2,97,0.5,,101,6.8,,1002.5,,8
2026-08-13 23:30:00,26.7,26.2,97,0.5,,188,4.7,,1002,,17
2026-08-14 00:30:00,26.6,26.3,98,0.2,,183,5,,1002,,7
2026-08-14 01:30:00,26.5,26.2,98,0.2,,143,5,,1001.3,,7
2026-08-14 02:30:00,26.5,25.8,96,0,,220,6.8,,1000.9,,3
2026-08-14 03:30:00,26.1,25.4,96,1.8,,238,5.8,,1002,,9
2026-08-14 04:30:00,26.1,25.4,96,0.4,,0,5.8,,1002.3,,8
2026-08-14 05:30:00,26.3,25.6,96,0.1,,351,4.3,,1002.3,,7
2026-08-14 06:30:00,26.7,25.7,94,0,,348,6.5,,1002.9,,3
2026-08-14 07:30:00,27.4,25.6,90,0,,38,7.6,,1003.1,,3
2026-08-14 08:30:00,28.1,25.7,87,0.2,,42,7.2,,1003.1,,7
2026-08-14 09:30:00,29.7,25.9,80,0.3,,46,9.4,,1002.6,,8
2026-08-14 10:30:00,30.8,26.1,76,0.5,,63,10.4,,1002.5,,8
2026-08-14 11:30:00,31.5,26.3,74,0.1,,81,10.1,,1002.4,,7
2026-08-14 12:30:00,31.6,26.4,74,0.2,,75,10.4,,1001.2,,7
2026-08-14 13:30:00,31.7,26.5,74,0.2,,43,13.3,,999.6,,7
2026-08-14 14:30:00,32,26.8,74,0.3,,38,11.2,,998.4,,17
2026-08-14 15:30:00,31.6,26.4,74,0.2,,40,10.4,,997.7,,17
2026-08-14 16:30:00,30.9,26.2,76,0.4,,23,7.9,,997.3,,17
2026-08-14 17:30:00,28.6,26,86,0.7,,320,11.2,,998,,17
2026-08-14 18:30:00,26.4,25.7,96,9.5,,9,14.4,,999.7,,18
2026-08-14 19:30:00,26.6,25.9,96,1.7,,28,7.9,,1000.5,,9
2026-08-14 20:30:00,26.7,26.2,97,0.7,,186,4,,1001.2,,8
2026-08-14 21:30:00,26.9,26.6,98,0,,312,3.6,,1001.9,,3
2026-08-14 22:30:00,26.9,26.6,98,0,,117,3.6,,1001.5,,3
2026-08-14 23:30:00,26.9,26.4,97,0,,91,2.2,,1001.3,,3
