time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2026-08-12 13:30:00,32.4,27.4,75,0.1,,270,6.1,,999.6,,17
2026-08-12 14:30:00,32.1,27.3,76,0.2,,291,9.4,,998.4,,7
2026-08-12 15:30:00,31.8,26.6,74,0.3,,290,13,,998.2,,17
2026-08-12 16:30:00,28.2,27,93,3.7,,303,10.1,,998.7,,9
2026-08-12 17:30:00,27.7,25.9,90,2.9,,55,9.7,,999.2,,9
2026-08-12 18:30:00,27.2,26.1,94,5.1,,17,7.2,,1000.3,,9
2026-08-12 19:30:00,27.3,26.2,94,2.2,,347,3.2,,1001.3,,9
2026-08-12 20:30:00,27.1,26.2,95,1.9,,108,5.8,,1002.5,,9
2026-08-12 21:30:00,27.1,26.4,96,1.9,,196,6.8,,1002.8,,9
2026-08-12 22:30:00,26.7,25.8,95,0.8,,215,7.2,,1003,,8
2026-08-12 23:30:00,26.3,25.8,97,5.3,,258,4.3,,1002.9,,9
2026-08-13 00:30:00,26.1,25.6,97,3.6,,244,5.4,,1002.3,,9
2026-08-13 01:30:00,25.9,25.4,97,0.8,,271,5.8,,1001,,8
2026-08-13 02:30:00,25.5,25.2,98,2.5,,264,7.6,,1000.9,,9
2026-08-13 03:30:00,25.4,24.9,97,2.4,,306,7.6,,1000.5,,9
2026-08-13 04:30:00,25.5,25,97,1.2,,242,6.8,,1001.1,,9
2026-08-13 05:30:00,26.5,25.6,95,2.5,,359,12.6,,999.7,,9
2026-08-13 06:30:00,27,25.8,93,0,,0,11.9,,1000.1,,3
2026-08-13 07:30:00,27.5,25.7,90,0.2,,350,9.4,,1001.1,,7
2026-08-13 08:30:00,28.6,25.8,85,0.2,,345,10.8,,1000.9,,7
2026-08-13 09:30:00,28.8,25.4,82,0.9,,336,11.9,,1000.5,,8
2026-08-13 10:30:00,28.7,26.5,88,3.7,,319,13.3,,1000.1,,9
2026-08-13 11:30:00,28.7,26.1,86,3.1,,326,12.2,,999.5,,9
2026-08-13 12:30:00,30.2,26.6,81,0.4,,317,10.4,,998,,8
2026-08-13 13:30:00,30,27,84,0.9,,303,10.4,,996.7,,8
2026-08-13 14:30:00,27.7,26.1,91,6.7,,68,9,,996.2,,9
2026-08-13 15:30:00,26.4,26.1,98,9.9,,69,11.2,,996.4,,9
2026-08-13 16:30:00,26.7,25.8,95,8.5,,187,9,,996,,9
2026-08-13 17:30:00,27.3,26.2,94,4.4,,214,10.4,,996.6,,9
2026-08-13 18:30:00,27.1,26.4,96,4,,197,11.5,,997.5,,9
2026-08-13 19:30:00,26.8,26.3,97,2.8,,198,10.1,,998.6,,9
2026-08-13 20:30:00,26.8,26.1,96,0.4,,188,10.1,,999.7,,8
2026-08-13 21:30:00,26.7,26,96,0,,171,10.1,,1000.3,,3
2026-08-13 22:30:00,26.5,25.8,96,0,,159,10.8,,1000.3,,3
2026-08-13 23:30:00,26.5,25.8,96,0.1,,149,10.8,,999.9,,17
2026-08-14 00:30:00,26.4,25.9,97,0.5,,137,10.8,,999.3,,8
2026-08-14 01:30:00,26.2,25.7,97,0.2,,124,10.4,,998.6,,7
2026-08-14 02:30:00,26.1,25.6,97,0.3,,118,9.4,,998.2,,8
2026-08-14 03:30:00,26.7,25.5,93,0.2,,127,11.5,,999.9,,7
2026-08-14 04:30:00,26.4,25.2,93,0,,124,12.2,,1000.2,,3
2026-08-14 05:30:00,26.3,25.3,94,0,,112,12.2,,1000.6,,3
2026-08-14 06:30:00,27.1,25.5,91,0,,129,13,,1001,,3
2026-08-14 07:30:00,28.3,25.9,87,0,,136,13.3,,1001.5,,3
2026-08-14 08:30:00,29.2,26,83,0,,128,14.4,,1001.4,,3
2026-08-14 09:30:00,30.3,25.8,77,0,,141,15.5,,1001.3,,2
2026-08-14 10:30:00,30.7,26,76,0,,145,13.7,,1001.4,,3
2026-08-14 11:30:00,28.8,25.4,82,1.4,,140,17.3,,1000.9,,9
2026-08-14 12:30:00,28.7,26.3,87,2.3,,123,12.6,,1000.3,,18
2026-08-14 13:30:00,30.8,26.9,80,0.5,,140,16.2,,999.4,,17
2026-08-14 14:30:00,28.5,26.3,88,2.8,,123,18.7,,998.3,,9
2026-08-14 15:30:00,29.9,26.1,80,0.3,,141,16.6,,997.9,,17
2026-08-14 16:30:00,30,25.5,77,0,,152,16.2,,997.7,,3
2026-08-14 17:30:00,29.4,25.4,79,0,,162,14.8,,997.9,,3
2026-08-14 18:30:00,28.4,25.2,83,0,,164,14.4,,998.4,,3
2026-08-14 19:30:00,27.8,25.2,86,0,,154,11.5,,999.5,,2
2026-08-14 20:30:00,27.5,25.1,87,0,,137,10.8,,1000.8,,2
2026-08-14 21:30:00,27.2,25.2,89,0,,116,10.1,,1001.4,,2
2026-08-14 22:30:00,27,25,89,0.1,,128,11.9,,1001.5,,17
2026-08-14 23:30:00,26.4,25,92,0.3,,124,13.3,,1000.5,,8
